year,head_no,subhead_name,subhead_no,item_no,title,note_actual,note_original,note_revised,note_estimate,reimbursement,actual,approved,revised,estimate
2008,11,Others,168,020,Hong Kong Observatory,,,,,,1956,1570,1579,1553
2008,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,13977,13521,14994,14692
2008,11,Others,170,020,Social Welfare Department,,,,,,3476,3543,3451,3501
2008,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,15275,21383,19318,22571
2008,11,Entertainment licences,180,010,Television and Entertainment Licensing Authority,,,,,,18293,18963,19465,20720
2008,11,Film censorship fees,180,020,Television and Entertainment Licensing Authority,,,,,,2552,2367,2397,2397
2008,11,Broadcasting licences,180,025,Television and Entertainment Licensing Authority,,,,,,30941,32243,39617,34078
2008,11,Others,180,030,Television and Entertainment Licensing Authority,,,,,,1466,1507,1822,1824
2008,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,3828,4822,3555,2789
2008,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,3007,3007,2944,2742
2008,11,Others,181,040,Trade and Industry Department,,,,,,67226,46435,36202,36676
2008,11,Vehicle examination fees,186,050,Transport Department,,,,,,59078,59601,61082,61662
2008,11,Vehicle and driving licences,186,010,Transport Department,,,,,,2822436,3104687,2869165,2943770
2008,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,246991,247247,263051,265634
2008,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1052,1104,1124,1168
2008,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,35257,70000,54703,53327
2008,11,Others,186,060,Transport Department,,,,,,10697,10890,11306,11962
2008,11,Differences in exchange,188,030,Treasury,,,,,,9832,15,15,
2008,11,Others,188,040,Treasury,,,,,,37494,36867,42707,42970
2008,11,Other bureaux/departments,200,,Treasury,,,,,,12428,14928,17179,12693
2009,1,Hydrocarbon oils,010,,,,,,,,3359729,3131250,2767049,2549239
2009,1,Alcoholic beverages,020,,,,,,,,687198,190160,202334,203514
2009,1,Other alcohol products,030,,,,,,,,7471,6000,7500,7500
2009,1,Tobacco,050,,,,,,† After Budget revenue measures but subject to the passing of the relevant legislation by the Legislative Council.,,3005127,2871286,3024325,3821558
2009,2,General Rates,030,,,,,,† After Budget revenue measures but subject to the passing of the relevant legislation by the Legislative Council.,,9494544,7333000,7240000,13899000
2009,3,Bets and sweeps tax,010,,,,,,,,13048425,13128000,12500000,12388000
2009,3,Property tax,030,040,Earnings and profits tax,,,,,,1240605,620000,800000,1200000
2009,3,Profits tax,030,020,Earnings and profits tax,,,,,,91422706,83270000,103200000,71000000
2009,3,Personal assessment,030,030,Earnings and profits tax,,,,† After Budget revenue measures but subject to the passing of the relevant legislation by the Legislative Council.,,3586574,2600000,2200000,3200000
2009,3,Salaries tax,030,050,Earnings and profits tax,,,,,,37479476,26380000,36000000,35190000
2009,3,Estate duty,050,,Earnings and profits tax,,,,,,353353,85000,200000,80000
2009,3,Hotel accommodation tax,060,,Earnings and profits tax,,,,,,450401,115000,238000,
2009,3,Stamp duties,070,,Earnings and profits tax,,,,,,51549090,35000000,33000000,25000000
2009,3,Air passenger departure tax,080,,Earnings and profits tax,,,,,,1670811,1752517,1657405,1593588
2009,4,First registration,010,,,,,,,,5552874,5570100,4823695,4080832
2009,5,Court fines and statutory penalties,010,,,,,,,,479030,478453,460543,513573
2009,5,Forfeitures,020,,,,,,,,44667,39936,43139,30670
2009,5,Fixed penalty system (Traffic Contraventions) .,030,,,,,,,,236861,243004,231775,231775
2009,5,Fixed penalty system (Criminal Proceedings),040,,,,,,,,233381,249769,216419,234165
2009,5,Payments by civil servants,050,,,,,,,,3029,2315,2726,2316
2009,6,Quarries and mining,020,,,,,,,,45264,44600,45463,50078
2009,6,Bridges and tunnels,030,,,,,,,,17537,95345,64925,259125
2009,6,Petrol filling,070,,,,,,,,3133,1408,1565,1664
2009,6,Television broadcasting,090,,,,,,,,,1237,,
2009,6,Parking,100,,,,,,,,323494,318270,296922,245356
2009,6,Vehicle examination,170,,,,,,,,53420,56453,54288,54288
2009,6,Slaughterhouse concessions,201,,,,,,,,16500,16500,16500,16500
2009,6,Other royalties and concessions,202,,,,,,,,403922,337101,1873910,377330
2009,7,"Government land licences, government rents (other than those charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515) ) and rents from short term tenancies",010,,,,,,† After Budget revenue measures.,,1584264,1523404,1609251,1619728
2009,7,Rents from government quarters,020,,,,,,,,718565,690990,743720,744171
2009,7,Rents from government properties,030,,,,,,,,1073450,1061875,1136372,1085662
2009,7,Investment income and interest,040,,,,,,,,12004965,22947417,23379232,16298000
2009,7,Returns on equity investments in statutory agencies/corporations,060,,,,,,,,2364586,2593718,2805961,2866300
2009,7,Recovery from Housing Authority under current financial arrangement,080,,,,,,,,4521676,482918,470997,969978
2009,7,Government rents charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515),090,,,,,,,,5810879,5939000,5905000,5844000
2009,9,Repayments of loans and advances,010,,,,,,,,3390,1022,1751,508
2009,9,Pension contributions,020,,,,,,,,16995,14732,15739,14234
2009,9,Recovery of salaries and staff on-costs,030,,,,,,,,2122131,2179873,2264134,2310999
2009,9,Light and fuel in government buildings,040,,,,,,,,24813,23118,22934,23620
2009,9,Recovery of overpayments and losses,050,,,,,,,,452339,346455,842867,426898
2009,9,Transfers from Funds,080,,,,,,,,31600000,21700000,1800000,600000
2009,9,Other receipts,090,,,,,,,,3564522,4394106,3328440,1819890
2009,9,Payments for “insurance” premium,110,002,Payments made by Trading Funds,,,,,,2930,3029,3029,3107
2009,9,Payments in lieu of profits tax,110,001,Payments made by Trading Funds,,,,,,205898,132282,198993,79630
2009,9,Reimbursements by trading funds arising from policy on “insurance”,110,003,Payments made by Trading Funds,,,,,,163,195,847,847
2009,10,Berthing fee,040,010,Marine ferry terminals,,,,,,43022,58137,51102,66773
2009,10,Embarkation fee,040,020,Marine ferry terminals,,,,,,174714,141723,149623,158786
2009,10,Others,040,030,Marine ferry terminals,,,,,,6250,6805,6881,6891
2009,10,Chargeable water,070,010,Waterworks,,,,,,2414631,2528000,2419400,2433900
2009,10,Fees and licences,070,020,Waterworks,,,,,,14646,14475,14041,13760
2009,10,Others,070,040,Waterworks,,,,,,13033,12649,12321,11246
2009,10,Others,080,030,Sewage services,,,,,,2280,2330,2519,2571
2009,10,Sewage charge,080,010,Sewage services,,,,,,465772,524800,495500,544600
2009,10,Trade effluent surcharge,080,020,Sewage services,,,,,,209291,225100,184800,174300
2009,11,Others,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,35189,32848,32770,32761
2009,11,Markets,022,010,"Agriculture, Fisheries and Conservation Department",,,,† After Budget revenue measures.,,65361,62475,62765,59531
2009,11,Agricultural services and products,022,020,"Agriculture, Fisheries and Conservation Department",,,,,,797,835,818,793
2009,11,Audit Commission,024,,"Agriculture, Fisheries and Conservation Department",,,,,,3265,3358,3449,9433
2009,11,Services to trading funds and subvented projects,025,025,Architectural Services Department,,,,,,3063,2906,10958,6442
2009,11,Others,025,030,Architectural Services Department,,,,,,338,367,354,354
2009,11,Census and Statistics Department,026,,Architectural Services Department,,,,,,16788,11082,11001,10989
2009,11,Civil Aid Service,027,,Architectural Services Department,,,,,,66,89,44,44
2009,11,Licences,028,030,Civil Aviation Department,,,,,,65683,70484,67699,68204
2009,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,649162,698070,644491,704936
2009,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,200970,217029,205642,199374
2009,11,Others,028,040,Civil Aviation Department,,,,,,1760,1776,1569,1324
2009,11,Laundry charges,030,015,Correctional Services Department,,,,,,2895,2863,2925,2925
2009,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,676,200,300,200
2009,11,Others,030,020,Correctional Services Department,,,,,,289,325,319,319
2009,11,Others,031,100,Customs and Excise Department,,,,,,19409,21142,17851,18013
2009,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1278518,1247479,1383543,1369703
2009,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,296,219,230,230
2009,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,683,683,625,625
2009,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,358,303,573,573
2009,11,Import and export licences,031,071,Customs and Excise Department,,,,,,3180,3758,2202,2202
2009,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,674,674,539,539
2009,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1597,1540,1375,1360
2009,11,Storage fees,031,090,Customs and Excise Department,,,,,,3,5,1,1
2009,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,98669,85337,82209,61192
2009,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,122077,414,1280,40405
2009,11,Others,033,030,Civil Engineering and Development Department,,,,,,280,188,178,161
2009,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,7918,7500,6942,8803
2009,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,10298,8862,8862,2549
2009,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,93030,148000,136000,170000
2009,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,1430,1350,1245,1464
2009,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,23010,24174,23766,24081
2009,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,19721,19649,21675,21608
2009,11,Out-patient charges,037,030,Department of Health,,,,,,32283,34679,32193,32236
2009,11,Dental charges,037,040,Department of Health,,,,,,9028,8850,8818,8818
2009,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,26649,27191,27294,27762
2009,11,Others,037,070,Department of Health,,,,,,670,474,491,493
2009,11,Works executed on private account,039,010,Drainage Services Department,,,,,,57,60,30,30
2009,11,Others,039,030,Drainage Services Department,,,,,,1017,999,866,854
2009,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,37275,32574,32574,34040
2009,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,10,11,30,11
2009,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,48348,39110,38829,36547
2009,11,Others,044,030,Environmental Protection Department,,,,,,2536,569,295,678
2009,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,32982,35000,32000,32000
2009,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,41607,33000,38000,41000
2009,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,34893,39700,44500,52000
2009,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,9306,8954,9243,8696
2009,11,Others,045,020,Fire Services Department,,,,,,687,774,926,903
2009,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,10478,10156,10238,10238
2009,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,5655,5612,5909,5909
2009,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,4059,3423,6324,4933
2009,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,6792,7997,7997,7905
2009,11,Others,048,020,Government Laboratory,,,,,,5677,5296,5296,5454
2009,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,244655,239454,243709,243589
2009,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,23132,25076,20664,20664
2009,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,61386,63696,65299,89736
2009,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,3514,2712,3027,2868
2009,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,74807,69247,71917,69482
2009,11,Others,051,020,Government Property Agency,,,,,,5584,5430,4775,4707
2009,11,Printing services,059,010,Government Logistics Department,,,,,,235678,223166,213716,200300
2009,11,Advertisements,059,020,Government Logistics Department,,,,,,23365,24993,20834,20834
2009,11,Government transport,059,030,Government Logistics Department,,,,,,15197,18479,16131,16293
2009,11,Others,059,040,Government Logistics Department,,,,,,13841,10135,10581,9023
2009,11,Works executed on private account,060,010,Highways Department,,,,,,657,900,3012,3274
2009,11,Excavation permits,060,020,Highways Department,,,,,,108188,114600,116580,122050
2009,11,Others,060,030,Highways Department,,,,,,1657,1600,1600,1600
2009,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,7273,9542,8338,4606
2009,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,14984,14048,13134,14180
2009,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,70,19,34,32
2009,11,Others,063,030,Home Affairs Department,,,,,,1878,1686,2597,2691
2009,11,Chinese nationality applications,070,012,Immigration Department,,,,,,4674,5107,4734,4509
2009,11,Travel documents,070,020,Immigration Department,,,,,,212283,270369,212624,219135
2009,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,112266,129740,134497,132128
2009,11,Certification fees,070,040,Immigration Department,,,,,,5480,6869,5992,6747
2009,11,Replacement of identity cards,070,060,Immigration Department,,,,,,35599,32548,35937,36683
2009,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,33275,34512,34828,37911
2009,11,Marriage registration fees,070,080,Immigration Department,,,,,,56149,56734,55729,52254
2009,11,Others,070,090,Immigration Department,,,,,,29181,29438,23496,16391
2009,11,Sale of publications,074,010,Information Services Department,,,,,,9415,9082,9060,8560
2009,11,Others,074,020,Information Services Department,,,,,,602,620,530,510
2009,11,Business registration fees,076,010,Inland Revenue Department,,,,,,1565849,120000,120000,1450000
2009,11,Others,076,020,Inland Revenue Department,,,,,,14276,16594,16431,18346
2009,11,Patents fees,078,010,Intellectual Property Department,,,,,,16349,16103,17726,17746
2009,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,84973,85720,84909,84873
2009,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,8481,7942,8285,8307
2009,11,Others,078,040,Intellectual Property Department,,,,,,42,25,81,81
2009,11,Commission,080,010,Judiciary,,,,,,5491,5802,6495,6626
2009,11,Court fees,080,020,Judiciary,,,,,,141771,145868,148601,143738
2009,11,Possession,080,030,Judiciary,,,,,,674,553,555,555
2009,11,Others,080,040,Judiciary,,,,,,10808,10490,12336,12353
2009,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,187743,200139,177747,177555
2009,11,Works executed on private account,082,020,Buildings Department,,,,,,16,30,244,160
2009,11,Others,082,030,Buildings Department,,,,,,469,375,1426,760
2009,11,Labour Department,090,,Buildings Department,,,,,,20288,20768,20831,22291
2009,11,Administrative and legal land services,091,010,Lands Department,,,,,,50480,39066,45659,38499
2009,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,5353,2987,4575,3996
2009,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,212,122,103,98
2009,11,Excavation permits,091,020,Lands Department,,,,,,9648,10621,9799,9804
2009,11,Works executed on private account,091,040,Lands Department,,,,,,1474,385,778,389
2009,11,Services to KCRC,091,042,Lands Department,,,,,,39262,43047,35856,40391
2009,11,Services to MTRCL,091,046,Lands Department,,,,,,48522,8613,5574,24446
2009,11,Others,091,050,Lands Department,,,,,,21961,18262,18493,18211
2009,11,Department of Justice,092,,Lands Department,,,,,,8851,4796,10941,8786
2009,11,Legal Aid Department,094,,Lands Department,,,,,,188573,194000,203926,212821
2009,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,601582,433934,412547,554409
2009,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,37825,38387,38346,37967
2009,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,592,619,620,620
2009,11,Others,095,040,Leisure and Cultural Services Department,,,,,,29209,23186,22507,25173
2009,11,Anchorage,100,010,Marine Department,,,,,,16642,15070,17500,16700
2009,11,Buoy,100,020,Marine Department,,,,,,28290,29051,26551,25285
2009,11,Permit fees,100,030,Marine Department,,,,,,116757,118699,105657,100581
2009,11,Cargo working area charges,100,040,Marine Department,,,,,,141882,145953,141579,142623
2009,11,Examination and registration fees,100,050,Marine Department,,,,,,64909,74585,78668,72408
2009,11,Vessel licences,100,070,Marine Department,,,,,,30659,33046,33000,31350
2009,11,Port and light dues,100,080,Marine Department,,,,,,240756,234000,221850,210800
2009,11,Port clearance fees,100,090,Marine Department,,,,,,22586,22470,20800,19750
2009,11,Survey fees,100,100,Marine Department,,,,,,23084,26794,27956,23219
2009,11,Others,100,110,Marine Department,,,,,,4331,4159,4429,4001
2009,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,119023,93500,94500,94600
2009,11,Liquidation,116,020,Official Receiver’s Office,,,,,,44430,37400,36600,38800
2009,11,Others,116,030,Official Receiver’s Office,,,,,,303,400,200,200
2009,11,Certificates of no criminal record,122,010,Hong Kong Police Force,,,,,,3972,4197,4557,4557
2009,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1101,1026,1087,1071
2009,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,9030,9569,10486,10486
2009,11,Others,122,030,Hong Kong Police Force,,,,,,5292,5280,5678,5678
2009,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,5727,5583,6354,7737
2009,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,1211,1100,1500,1500
2009,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,16,467,494,443
2009,11,Government Secretariat: Economic Development and Labour Bureau (Economic Development Branch),145,,Government Secretariat: Civil Service Bureau,,,,,,1552,,,
2009,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42340,43250,42488,42488
2009,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,,1,1,1
2009,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,14475,14535,15102,14363
2009,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,47,22,4,29
2009,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,7505,9011,9075,8901
2009,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,6407,6254,6534,6492
2009,11,School fees for senior secondary classes,156,011,Government Secretariat: Education Bureau,,,,,,80924,12003,12476,
2009,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,3661,3923,3810,4093
2009,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,2900,3296,3234,3596
2009,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,596,674,591,591
2009,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,4691,4348,4610,4617
2009,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,78096,78993,79434,79158
2009,11,Others,168,020,Hong Kong Observatory,,,,,,1296,1553,1648,1523
2009,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,14468,14692,19113,16155
2009,11,Others,170,020,Social Welfare Department,,,,,,3490,3501,3537,3538
2009,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,17670,22571,22351,25353
2009,11,Entertainment licences,180,010,Television and Entertainment Licensing Authority,,,,,,17934,20720,19460,19536
2009,11,Film censorship fees,180,020,Television and Entertainment Licensing Authority,,,,,,2568,2397,2501,2501
2009,11,Broadcasting licences,180,025,Television and Entertainment Licensing Authority,,,,,,39713,34078,34527,34527
2009,11,Others,180,030,Television and Entertainment Licensing Authority,,,,,,1808,1824,1413,1413
2009,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,3440,2789,2189,1330
2009,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,2690,2742,2196,1787
2009,11,Others,181,040,Trade and Industry Department,,,,,,35993,36676,31757,28404
2009,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,51314,53327,32657,28738
2009,11,Vehicle and driving licences,186,010,Transport Department,,,,,,3109226,2943770,3160425,3192596
2009,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,262193,265634,257871,260325
2009,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1755,1168,1302,1363
2009,11,Vehicle examination fees,186,050,Transport Department,,,,,,62839,61662,60662,62112
2009,11,Others,186,060,Transport Department,,,,,,11848,11962,10900,11105
2009,11,Others,188,040,Treasury,,,,,,42446,42970,45701,46692
2009,11,Other bureaux/departments,200,,Treasury,,,,,,17736,12693,11714,13962
2010,1,Hydrocarbon oils,010,,,,,,,,2836130,2549239,2825735,2910507
2010,1,Alcoholic beverages,020,,,,,,,,235898,203514,238686,235898
2010,1,Other alcohol products,030,,,,,,,,11779,7500,14000,14000
2010,1,Tobacco,050,,,,,,,,2962847,3821558,3100000,3012000
2010,2,General Rates,030,,,,,,,,7174835,13899000,9205000,9375000
2010,3,Bets and sweeps tax,010,,,,,,,,12620289,12388000,12642000,13175000
2010,3,Profits tax,030,020,Earnings and profits tax,,,,,,104151492,71000000,75500000,78500000
2010,3,Personal assessment,030,030,Earnings and profits tax,,,,,,2151110,3200000,3600000,3180000
2010,3,Property tax,030,040,Earnings and profits tax,,,,,,832547,1200000,1600000,1500000
2010,3,Salaries tax,030,050,Earnings and profits tax,,,,,,39007872,35190000,39000000,39810000
2010,3,Estate duty,050,,Earnings and profits tax,,,,,,175973,80000,170000,70000
2010,3,Hotel accommodation tax,060,,Earnings and profits tax,,,,,,222870,,,
2010,3,Stamp duties,070,,Earnings and profits tax,,,,,,32162101,25000000,40500000,30000000
2010,3,Air passenger departure tax,080,,Earnings and profits tax,,,,,,1625470,1593588,1597032,1669243
2010,4,First registration,010,,,,,,,,4980925,4080832,4332466,4552883
2010,5,Court fines and statutory penalties,010,,,,,,,,500033,513573,457066,528959
2010,5,Forfeitures,020,,,,,,,,52450,30670,36872,28684
2010,5,Fixed penalty system (Traffic Contraventions),030,,,,,,,,238864,231775,239725,246888
2010,5,Fixed penalty system (Criminal Proceedings),040,,,,,,,,212188,234165,200548,206564
2010,5,Payments by civil servants,050,,,,,,,,2856,2316,2665,2100
2010,6,Quarries and mining,020,,,,,,,,45503,50078,45000,46000
2010,6,Bridges and tunnels,030,,,,,,,,70794,259125,612384,1263806
2010,6,Petrol filling,070,,,,,,,,1549,1664,1587,1631
2010,6,Parking,100,,,,,,,,332976,245356,338254,344498
2010,6,Vehicle examination,170,,,,,,,,49088,54288,38791,38805
2010,6,Slaughterhouse concessions,201,,,,,,,,16500,16500,25125,28000
2010,6,Other royalties and concessions,202,,,,,,,,1872678,377330,423340,443560
2010,7,"Government land licences, government rents (other than those charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515) ) and rents from short term tenancies",010,,,,,,,,1807951,1619728,1603812,1724195
2010,7,Rents from government quarters,020,,,,,,,,748138,744171,719516,701515
2010,7,Rents from government properties,030,,,,,,,,1177409,1085662,1146773,1260987
2010,7,Investment income and interest,040,,,,,,,,23352113,16298000,17895726,15564000
2010,7,Returns on equity investments in statutory agencies/corporations,060,,,,,,,,2805961,2866300,3119833,3480989
2010,7,Recovery from Housing Authority under current financial arrangement,080,,,,,,,,470996,969978,864100,118472
2010,7,Government rents charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515),090,,,,,,,,5943721,5844000,5730000,6004000
2010,9,Repayments of loans and advances,010,,,,,,,,2230,508,635,143
2010,9,Pension contributions,020,,,,,,,,15701,14234,13926,12933
2010,9,Recovery of salaries and staff on-costs,030,,,,,,,,2231184,2310999,2194212,2216066
2010,9,Light and fuel in government buildings,040,,,,,,,,25894,23620,26440,26830
2010,9,Recovery of overpayments and losses,050,,,,,,,,829525,426898,853431,411654
2010,9,Transfers from Funds,080,,,,,,,,1800000,600000,0,0
2010,9,Other receipts,090,,,,,,,,3485530,1819890,6035644,1697128
2010,9,Payments in lieu of profits tax,110,001,Payments made by Trading Funds,,,,,,198993,79630,161875,68857
2010,9,Payments for “insurance” premium,110,002,Payments made by Trading Funds,,,,,,3028,3107,3107,3082
2010,9,Reimbursements by trading funds arising from policy on “insurance”,110,003,Payments made by Trading Funds,,,,,,574,847,44,188
2010,10,Berthing fee,040,010,Marine ferry terminals,,,,,,46357,66773,48519,57307
2010,10,Embarkation fee,040,020,Marine ferry terminals,,,,,,140272,158786,125432,128941
2010,10,Others,040,030,Marine ferry terminals,,,,,,7450,6891,6923,7127
2010,10,Chargeable water,070,010,Waterworks,,,,,,2413824,2433900,2445200,2467200
2010,10,Fees and licences,070,020,Waterworks,,,,,,12816,13760,13760,13760
2010,10,Others,070,040,Waterworks,,,,,,8883,11246,8900,12000
2010,10,Sewage charge,080,010,Sewage services,,,,,,493790,544600,549300,606500
2010,10,Trade effluent surcharge,080,020,Sewage services,,,,,,194657,174300,182300,185100
2010,10,Others,080,030,Sewage services,,,,,,2301,2571,2486,2536
2010,11,Markets,022,010,"Agriculture, Fisheries and Conservation Department",,,,,,64773,59531,54852,68707
2010,11,Agricultural services and products,022,020,"Agriculture, Fisheries and Conservation Department",,,,,,583,793,595,595
2010,11,Others,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,29939,32761,29711,29694
2010,11,Audit Commission,024,,"Agriculture, Fisheries and Conservation Department",,,,,,3415,9433,9032,9194
2010,11,Services to trading funds and subvented projects,025,025,Architectural Services Department,,,,,,8737,6442,10707,5907
2010,11,Others,025,030,Architectural Services Department,,,,,,4306,354,362,362
2010,11,Census and Statistics Department,026,,Architectural Services Department,,,,,,5025,10989,16510,10503
2010,11,Civil Aid Service,027,,Architectural Services Department,,,,,,20,44,175,124
2010,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,640040,704936,658510,676483
2010,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,191972,199374,173267,176602
2010,11,Licences,028,030,Civil Aviation Department,,,,,,74499,68204,67544,66316
2010,11,Others,028,040,Civil Aviation Department,,,,,,1621,1324,959,1182
2010,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,379,200,200,200
2010,11,Laundry charges,030,015,Correctional Services Department,,,,,,2949,2925,3006,3006
2010,11,Others,030,020,Correctional Services Department,,,,,,288,319,398,398
2010,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1263200,1369703,1125101,1226134
2010,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,273,230,296,296
2010,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,625,625,317,317
2010,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,721,573,1272,1272
2010,11,Import and export licences,031,071,Customs and Excise Department,,,,,,1996,2202,1762,1762
2010,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,577,539,597,597
2010,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1438,1360,1350,1331
2010,11,Storage fees,031,090,Customs and Excise Department,,,,,,,1,1,1
2010,11,Others,031,100,Customs and Excise Department,,,,,,17108,18013,17818,18004
2010,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,85600,61192,81257,81257
2010,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,1108,40405,13478,100950
2010,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,1226,1464,1460,2400
2010,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,8193,8803,9600,26000
2010,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,7096,2549,9592,9435
